"fixture_id","h2h_last","h2h_matches","h2h_home_wins","h2h_draws","h2h_away_wins","h2h_home_goals_for","h2h_home_goals_against","h2h_home_goal_diff","updated_at"
"1388488",10,10,7,2,1,"3","0.8","2.2","2025-12-14 17:17:40.074996-08"
"1388489",10,10,0,3,7,"0.9","2.2","-1.3","2025-12-14 17:17:40.648054-08"
"1388490",10,10,1,4,5,"1","2.5","-1.5","2025-12-14 17:17:38.073071-08"
"1388491",10,10,6,2,2,"1.6","0.6","1","2025-12-14 17:17:36.877907-08"
"1388492",10,10,3,2,5,"1","1.4","-0.4","2025-12-14 17:17:39.006224-08"
"1388493",10,10,6,1,3,"1.9","1.1","0.8","2025-12-14 17:17:41.115202-08"
"1388494",10,10,1,1,8,"0.5","1.6","-1.1","2025-12-14 17:17:37.359889-08"
"1388495",10,10,4,2,4,"1.2","1.4","-0.2","2025-12-14 17:17:39.610847-08"
"1388496",10,10,2,1,7,"0.7","2.5","-1.8","2025-12-14 17:17:38.545558-08"
"1388497",10,6,4,0,2,"1.8333334","1.5","0.33333334","2025-12-14 17:18:07.081042-08"
"1388498",10,5,4,1,0,"1.6","0.8","0.8","2025-12-14 17:18:08.04697-08"
"1388499",10,10,6,2,2,"1.8","1.3","0.5","2025-12-14 17:18:06.488396-08"
"1388500",10,10,6,4,0,"2.2","1.3","0.9","2025-12-14 17:18:09.441003-08"
"1388501",10,3,0,2,1,"0.6666667","1.3333334","-0.6666667","2025-12-14 17:18:05.520846-08"
"1388502",10,10,1,3,6,"1.4","2.1","-0.7","2025-12-14 17:18:06.011776-08"
"1388503",10,10,7,0,3,"1.7","1","0.7","2025-12-14 17:18:07.572102-08"
"1388504",10,10,6,2,2,"1.5","0.8","0.7","2025-12-14 17:18:08.974945-08"
"1388505",10,10,1,1,8,"0.5","2.9","-2.4","2025-12-14 17:18:08.509683-08"
"1388506",10,10,5,2,3,"2.3","1.5","0.8","2025-12-14 17:18:25.199433-08"
"1388507",10,10,2,2,6,"1","2.1","-1.1","2025-12-14 17:18:26.700592-08"
"1388508",10,10,4,5,1,"2.1","1","1.1","2025-12-14 17:18:26.21122-08"
"1388509",10,10,3,2,5,"1.2","1.7","-0.5","2025-12-14 17:18:28.157787-08"
"1388510",10,10,4,3,3,"1.4","1.4","0","2025-12-14 17:18:24.142713-08"
"1388511",10,10,7,1,2,"2.3","1","1.3","2025-12-14 17:18:25.663607-08"
"1388512",10,8,0,3,5,"0.375","1.5","-1.125","2025-12-14 17:18:24.726062-08"
"1388513",10,10,0,5,5,"0.5","1.8","-1.3","2025-12-14 17:18:27.682379-08"
"1388514",10,10,2,3,5,"1.3","1.7","-0.4","2025-12-14 17:18:27.210677-08"
"1388515",10,10,2,4,4,"1.3","1.7","-0.4","2025-12-14 17:18:50.868165-08"
"1388516",10,10,6,2,2,"2.2","1.4","0.8","2025-12-14 17:18:48.931266-08"
"1388517",10,10,2,2,6,"0.9","1.5","-0.6","2025-12-14 17:18:49.401196-08"
"1388518",10,10,1,3,6,"1.4","2.4","-1","2025-12-14 17:18:49.894158-08"
"1388519",10,10,4,4,2,"2","1.6","0.4","2025-12-14 17:18:52.396456-08"
"1388520",10,7,1,1,5,"0.85714287","2.2857144","-1.4285715","2025-12-14 17:18:48.454305-08"
"1388521",10,6,2,2,2,"1.1666666","1","0.16666667","2025-12-14 17:18:50.363905-08"
"1388522",10,10,4,2,4,"1.8","1.5","0.3","2025-12-14 17:18:51.32582-08"
"1388523",10,10,3,4,3,"2.2","1.7","0.5","2025-12-14 17:18:51.888335-08"
"1388524",10,10,5,2,3,"1.6","1.4","0.2","2025-12-14 17:19:20.825097-08"
"1388525",10,10,2,2,6,"1","2.5","-1.5","2025-12-14 17:19:16.80093-08"
"1388526",10,10,2,3,5,"1.3","2","-0.7","2025-12-14 17:19:19.356963-08"
"1388527",10,7,1,3,3,"0.85714287","1.4285715","-0.5714286","2025-12-14 17:19:17.258338-08"
"1388528",10,10,1,3,6,"1.1","2","-0.9","2025-12-14 17:19:17.724098-08"
"1388529",10,10,6,4,0,"2.8","0.9","1.9","2025-12-14 17:19:18.311495-08"
"1388530",10,8,1,2,5,"1","1.625","-0.625","2025-12-14 17:19:19.83808-08"
"1388531",10,10,6,1,3,"1.5","1.2","0.3","2025-12-14 17:19:20.345943-08"
"1388532",10,10,6,2,2,"1.4","0.7","0.7","2025-12-14 17:19:18.782688-08"
"1388533",10,10,3,3,4,"0.9","1.6","-0.7","2025-12-14 17:19:39.529914-08"
"1388534",10,8,3,1,4,"1.75","1.25","0.5","2025-12-14 17:19:38.575867-08"
"1388535",10,10,6,2,2,"2.1","1.1","1","2025-12-14 17:19:39.051814-08"
"1388536",10,6,5,1,0,"2.3333333","0.5","1.8333334","2025-12-14 17:19:39.996297-08"
"1388537",10,10,1,4,5,"0.9","1.4","-0.5","2025-12-14 17:19:36.173566-08"
"1388538",10,10,5,2,3,"1.2","1.5","-0.3","2025-12-14 17:19:36.65632-08"
"1388539",10,10,2,2,6,"1.6","2.1","-0.5","2025-12-14 17:19:37.157832-08"
"1388540",10,10,4,1,5,"1.7","2.3","-0.6","2025-12-14 17:19:38.10735-08"
"1388541",10,10,5,2,3,"1.3","1","0.3","2025-12-14 17:19:37.626907-08"
"1388542",10,10,1,1,8,"1","2","-1","2025-12-14 17:20:00.541492-08"
"1388543",10,10,7,3,0,"2.8","0.9","1.9","2025-12-14 17:20:01.048443-08"
"1388544",10,10,5,2,3,"1.8","1","0.8","2025-12-14 17:20:03.165156-08"
"1388545",10,10,4,2,4,"2","2","0","2025-12-14 17:19:59.934121-08"
"1388546",10,6,1,0,5,"1","3.1666667","-2.1666667","2025-12-14 17:20:04.152396-08"
"1388547",10,10,1,4,5,"0.8","1.3","-0.5","2025-12-14 17:20:03.668864-08"
"1388548",10,10,6,1,3,"2.1","1.4","0.7","2025-12-14 17:20:02.145387-08"
"1388549",10,9,3,1,5,"1.5555556","1.6666666","-0.11111111","2025-12-14 17:20:01.517776-08"
"1388550",10,10,5,2,3,"2","1.7","0.3","2025-12-14 17:20:02.618266-08"
"1388551",10,10,5,3,2,"1.5","1","0.5","2025-12-14 17:20:30.301978-08"
"1388552",10,7,5,2,0,"2.142857","0.71428573","1.4285715","2025-12-14 17:20:32.458886-08"
"1388553",10,10,2,5,3,"1.1","1.4","-0.3","2025-12-14 17:20:28.829139-08"
"1388554",10,10,1,1,8,"0.9","2.8","-1.9","2025-12-14 17:20:29.324642-08"
"1388555",10,10,4,1,5,"1.1","1.5","-0.4","2025-12-14 17:20:31.87984-08"
"1388556",10,9,2,3,4,"1.2222222","1.5555556","-0.33333334","2025-12-14 17:20:31.399464-08"
"1388557",10,10,5,2,3,"1.9","1.8","0.1","2025-12-14 17:20:33.071053-08"
"1388558",10,10,8,0,2,"1.7","1.1","0.6","2025-12-14 17:20:30.798102-08"
"1388559",10,10,0,4,6,"0.8","1.8","-1","2025-12-14 17:20:29.815137-08"
"1388560",10,10,2,3,5,"0.7","1.5","-0.8","2025-12-14 17:20:44.292031-08"
"1388561",10,10,5,2,3,"1.9","1.7","0.2","2025-12-14 17:20:45.723221-08"
"1388562",10,10,2,4,4,"1.5","1.7","-0.2","2025-12-14 17:20:46.189847-08"
"1388563",10,10,6,3,1,"1.8","1.1","0.7","2025-12-14 17:20:44.774101-08"
"1388564",10,10,1,6,3,"0.7","1.2","-0.5","2025-12-14 17:20:46.660801-08"
"1388565",10,10,5,2,3,"1.4","1","0.4","2025-12-14 17:20:45.254815-08"
"1388566",10,5,0,0,5,"0.8","3.6","-2.8","2025-12-14 17:20:42.871887-08"
"1388567",10,10,6,1,3,"2.1","1.9","0.2","2025-12-14 17:20:43.829535-08"
"1388568",10,10,3,5,2,"1.6","1.3","0.3","2025-12-14 17:20:43.324747-08"
"1388569",10,10,6,1,3,"1.8","0.9","0.9","2025-12-14 17:21:06.579369-08"
"1388570",10,10,7,2,1,"2.9","1","1.9","2025-12-14 17:21:08.959861-08"
"1388571",10,10,1,5,4,"0.9","1.6","-0.7","2025-12-14 17:21:07.526652-08"
"1388572",10,10,4,1,5,"1.7","1.9","-0.2","2025-12-14 17:21:09.923137-08"
"1388573",10,7,4,1,2,"1.7142857","1","0.71428573","2025-12-14 17:21:06.089834-08"
"1388574",10,10,1,1,8,"1.1","2","-0.9","2025-12-14 17:21:09.449617-08"
"1388575",10,9,1,2,6,"0.8888889","2.1111112","-1.2222222","2025-12-14 17:21:08.005235-08"
"1388576",10,10,5,1,4,"1.1","0.9","0.2","2025-12-14 17:21:08.485393-08"
"1388577",10,10,4,2,4,"1.3","1.5","-0.2","2025-12-14 17:21:07.037789-08"
"1388578",10,10,1,5,4,"0.8","1.3","-0.5","2025-12-14 17:21:36.224532-08"
"1388579",10,10,7,1,2,"3.1","1.1","2","2025-12-14 17:21:35.138425-08"
"1388580",10,10,2,1,7,"0.8","2.2","-1.4","2025-12-14 17:21:36.710851-08"
"1388581",10,10,3,2,5,"1.1","1.9","-0.8","2025-12-14 17:21:37.786856-08"
"1388582",10,10,1,2,7,"1","1.8","-0.8","2025-12-14 17:21:38.726304-08"
"1388583",10,10,3,1,6,"1.4","3.3","-1.9","2025-12-14 17:21:38.261707-08"
"1388584",10,10,3,2,5,"1.2","1.2","0","2025-12-14 17:21:37.199489-08"
"1388585",10,10,4,3,3,"1.6","1.2","0.4","2025-12-14 17:21:34.546484-08"
"1388586",10,10,3,2,5,"1.5","1.9","-0.4","2025-12-14 17:21:35.621561-08"
"1388587",10,10,4,2,4,"1.6","1.5","0.1","2025-12-14 17:21:56.448924-08"
"1388588",10,5,4,0,1,"3.8","2.2","1.6","2025-12-14 17:21:53.508285-08"
"1388589",10,10,3,1,6,"1.7","2.6","-0.9","2025-12-14 17:21:55.981066-08"
"1388590",10,10,5,5,0,"1.5","0.6","0.9","2025-12-14 17:21:56.96139-08"
"1388591",10,10,6,0,4,"1.5","1.8","-0.3","2025-12-14 17:21:53.990194-08"
"1388592",10,10,2,5,3,"1.4","1.9","-0.5","2025-12-14 17:21:52.995698-08"
"1388593",10,4,0,0,4,"0.75","2.75","-2","2025-12-14 17:21:54.994092-08"
"1388594",10,10,5,2,3,"1.4","1.1","0.3","2025-12-14 17:21:55.510891-08"
"1388595",10,10,4,1,5,"1.4","1.3","0.1","2025-12-14 17:21:54.510249-08"
"1388596",10,10,6,2,2,"1.9","1.3","0.6","2025-12-14 17:22:19.91734-08"
"1388597",10,10,6,2,2,"2.4","1.4","1","2025-12-14 17:22:17.429041-08"
"1388598",10,4,1,2,1,"1.25","1.5","-0.25","2025-12-14 17:22:18.925637-08"
"1388599",10,10,1,5,4,"0.9","1.6","-0.7","2025-12-14 17:22:21.432866-08"
"1388600",10,10,7,1,2,"2.5","1.4","1.1","2025-12-14 17:22:20.385442-08"
"1388601",10,10,1,3,6,"0.8","1.9","-1.1","2025-12-14 17:22:18.387672-08"
"1388602",10,7,3,1,3,"1.4285715","0.85714287","0.5714286","2025-12-14 17:22:19.416715-08"
"1388603",10,10,0,5,5,"1.4","2.2","-0.8","2025-12-14 17:22:17.891202-08"
"1388604",10,10,0,1,9,"1.2","2.7","-1.5","2025-12-14 17:22:20.853387-08"
"1388605",10,10,6,1,3,"1.9","0.9","1","2025-12-14 17:22:48.441653-08"
"1388606",10,10,8,1,1,"2.6","1","1.6","2025-12-14 17:22:46.542115-08"
"1388607",10,10,5,2,3,"2.7","1.9","0.8","2025-12-14 17:22:49.877238-08"
"1388608",10,10,5,3,2,"1.7","1.5","0.2","2025-12-14 17:22:47.011522-08"
"1388609",10,10,0,4,6,"0.8","2.2","-1.4","2025-12-14 17:22:47.487879-08"
"1388610",10,4,2,1,1,"1","0.75","0.25","2025-12-14 17:22:49.398788-08"
"1388611",10,4,0,4,0,"1","1","0","2025-12-14 17:22:48.940597-08"
"1388612",10,10,3,3,4,"0.7","1.1","-0.4","2025-12-14 17:22:47.963671-08"
"1388613",10,10,2,2,6,"1.1","1.9","-0.8","2025-12-14 17:22:46.062881-08"
"1390976",10,10,1,4,5,"1.2","1.6","-0.4","2025-12-14 17:15:02.655034-08"
"1390979",10,10,5,4,1,"1.6","0.8","0.8","2025-12-14 17:15:20.008336-08"
"1390980",10,10,5,3,2,"1","0.8","0.2","2025-12-14 17:15:19.53296-08"
"1390981",10,10,5,2,3,"1.7","1.2","0.5","2025-12-14 17:15:18.450262-08"
"1390982",10,10,1,3,6,"1.1","2.3","-1.2","2025-12-14 17:15:15.033736-08"
"1390983",10,10,4,2,4,"1.2","1.3","-0.1","2025-12-14 17:15:10.190825-08"
"1390984",10,10,5,2,3,"1.3","0.9","0.4","2025-12-14 17:15:12.115982-08"
"1390985",10,10,8,2,0,"2.1","1","1.1","2025-12-14 17:15:13.167548-08"
"1390986",10,1,0,1,0,"2","2","0","2025-12-14 17:15:05.138641-08"
"1390987",10,10,3,3,4,"1","1.2","-0.2","2025-12-14 17:15:04.198373-08"
"1390988",10,10,3,0,7,"1.6","2.7","-1.1","2025-12-14 17:15:16.469567-08"
"1390989",10,3,1,1,1,"0.6666667","0.6666667","0","2025-12-14 17:15:53.053091-08"
"1390990",10,10,2,2,6,"1.1","1.7","-0.6","2025-12-14 17:15:38.593073-08"
"1390991",10,10,2,4,4,"1","1.6","-0.6","2025-12-14 17:15:43.008818-08"
"1390992",10,10,0,3,7,"0.8","2.2","-1.4","2025-12-14 17:15:44.55244-08"
"1390993",10,10,5,1,4,"1.3","1.3","0","2025-12-14 17:15:52.474503-08"
